0.014621516,0.00912963,0.015242305,0.0057875663
0.006913651,0.016349064,0.011684226,0.0079056835
0.013138855,0.020103337,0.01498368,0.004371883
0.02852974,0.008567651,0.01710111,0.015659211
0.0041563055,0.007358544,0.013293688,0.009939587
0.038403116,0.009819648,0.0028896122,0.023519162
0.0021602297,0.0106693115,0.011916294,0.0045380224
0.0059526297,0.005876905,0.0111007355,0.0069620647
0.009185165,0.009402362,0.0058163707,0.0049404823
0.015233998,0.009214584,0.0053631226,0.009247787
0.0065688975,0.009934927,0.01284732,0.00795747
0.010353556,0.023623936,0.018948317,0.008201712
0.038151894,0.027288705,0.011085824,0.021070162
0.010944895,0.005904776,0.00832901,0.010176301
0.007338227,0.013006546,0.010995417,0.009329442
0.0053858827,0.013229596,0.009055062,0.008098742
0.010555634,0.011646037,0.0072518354,0.005622773
0.010549471,0.0005916869,-0.0004757624,0.0109979
0.0057870923,0.007867251,0.00283472,0.009954286
0.009806418,0.008520067,0.008628387,0.0058395667
0.011667078,0.016755598,0.0022278754,0.012618663
0.0057297596,-0.0019240873,0.0035396656,0.0044299583
0.0085044345,0.004055984,0.003926434,0.0044647055
0.008140037,0.0058255866,0.004661996,0.0069289566
0.008412094,0.003916189,0.0022883052,-0.000636057
0.01733584,0.00649059,0.00475748,0.008112248
0.007635406,0.004127687,0.0011055395,0.009458171
0.01309764,0.013503542,0.009594826,0.013120785
0.018494057,0.013801035,0.006263354,0.0029245364
0.019022312,0.0029930477,0.005073402,0.014873514
0.005693794,0.004135601,0.008521856,0.0076157665
0.008889486,0.012490563,0.011583419,0.0064909225
0.0074815513,0.0031898902,0.0039719273,0.006470012
0.010865865,0.00446157,0.004666277,0.0057566655
0.009928543,0.004567826,0.004784676,0.0049714255
0.012425784,0.016764507,0.009247651,0.0050871423
0.00873325,0.007950754,0.005287425,0.007148826
0.01000657,0.038559638,0.029808082,0.009460321
0.0076808454,0.008657352,0.007664712,0.0066236393
0.011558926,0.01664004,0.012972184,0.0011690985
0.0063548293,0.014355926,0.01125877,0.003974978
0.018108748,0.0057755485,-0.0010831496,0.01119713
0.0130191855,0.013229344,0.0031521395,0.0036751423
0.011027677,0.002887731,0.0012612892,0.009859773
0.016128618,0.014050356,0.008103935,0.009453603
0.015382797,0.0109325275,0.004496881,0.010675075
0.008021355,0.0067985216,0.009815071,0.007325148
0.01259767,0.016413884,0.011644502,0.012768241
0.010148443,0.012573566,0.0067862542,0.007325919
0.012989902,0.011472642,0.008652744,0.007344287
0.008440692,0.01155157,0.009268402,0.008053173
0.018159743,0.008177409,0.0027265395,0.0102751795
0.0055086454,0.0032403152,0.008049757,0.0075340644
0.015971735,0.010459808,0.0060680145,0.015953658
0.01446274,0.0142952595,0.0071872342,0.00022041425
0.01281591,0.0077046156,0.006006583,0.005269576
0.017052867,0.009798944,0.0038263435,0.012110514
0.012345251,0.014894557,0.010545392,0.010663138
0.013683477,0.0027884338,0.001257306,0.011229287
0.006510318,-0.0012941547,0.0057907044,0.00034687016
0.01436607,0.005691003,-0.0019382834,-0.003300935
0.0065787327,0.003781706,0.003885368,0.010189971
0.004381676,0.0019372255,0.009372928,0.0077190017
0.020950254,0.006665509,0.013538276,0.009307055
0.018214524,0.008095017,0.0049858796,0.014283517
0.025179394,0.0012109512,0.011260568,0.008990515
0.03236587,0.01526114,0.009447072,0.01846549
0.018451668,0.011000618,0.001559467,0.0032626474
0.010929489,0.0053793266,0.0016726861,0.0005036071
