0,0.012495353,0.011125671,0.003252046,0.006624911
1,0.011438864,0.002690569,0.001206437,0.00694672
2,0.000631664,0.007277396,0.004048652,7.45E-05
3,0.017827955,0.028210146,0.007757958,0.007382213
4,0.02111466,0.019642497,0.009237553,0.011499223
5,0.001177163,0.002096437,0.00134788,0.004966441
6,0.009786712,0.015994993,0.010419382,0.009893679
7,0.00448605,0.005658339,0.001648989,0.006138703
8,0.004326568,0.001976832,0.003656311,0.012830421
9,0.016764488,0.007619346,0.010560693,0.016619282
10,0.009823588,0.005240903,0.005795134,0.002055961
11,0.008912397,0.003912805,0.007342974,0.009534942
12,0.010963436,0.010968976,0.011318054,0.005938664
13,0.070392697,0.014961177,0.01340963,0.026714264
14,0.015496655,0.028628059,0.007864542,0.007460981
15,0.017610078,0.00820436,0.006449228,0.003448279
16,0.010594924,0.001966866,0.01477635,0.006240827
17,0.004686346,0.009678239,0.000242993,0.003084469
18,0.010111479,0.01578243,0.006967464,0.005101705
19,0.0083429,0.010124563,0.018683668,0.022616534
20,0.030035723,0.039358713,0.027557495,0.023364373
21,0.002972367,0.009646377,0.001194528,0.002060068
22,0.004512069,0.001099825,0.009147555,0.002142844
23,0.000776907,0.000253646,0.002514289,0.000213106
24,0.009974224,0.029442755,0.018649292,0.040571602
25,0.007654075,0.009884943,0.001961341,0.009156811
26,0.016123888,0.020772265,0.009173274,0.019787628
27,0.001536871,0.033995459,0.009028196,6.73E-05
28,0.014200483,0.013443729,0.002736257,0.009775491
29,0.024201636,0.033836071,0.010370657,0.02644933
30,0.010457588,0.020917548,0.012326087,0.006827023
31,0.022169368,0.000558407,0.006735888,0.00167964
32,0.01638634,0.037166712,0.020344672,0.005494864
33,0.014511903,0.016471018,0.008610258,0.008014662
34,0.00394305,0.005425257,0.011800768,0.01521153
35,0.013525735,0.021091452,0.032651035,0.005036784
36,0.00140803,0.022864091,0.004328446,0.004067337
37,0.001825468,0.002702294,0.003998103,0.013774945
38,0.023406426,0.002617674,0.001027938,0.017996024
39,0.008634227,0.009016455,0.016455445,0.006407814
40,0.010849684,0.000784006,0.002937792,0.003233807
41,0.024564907,0.019492613,0.007873421,0.003182122
42,0.012231747,0.000568386,0.001257543,0.002249234
43,0.006943722,0.007896993,0.008967362,0.013211196
44,0.005174659,0.006049786,0.005673547,0.002357277
45,0.007884245,0.002625765,0.000617476,0.002573796
46,0.003620566,0.008735078,0.007873859,0.007199052
47,0.00977819,0.016481921,0.019138331,0.003699741
48,0.006074797,0.009737958,0.007490955,0.009553302
49,0.014482989,0.024572839,0.019128495,0.012959028
50,0.036226349,0.073903107,0.027830125,0.018971519
51,0.006908026,0.015544521,0.003950758,0.009823645
52,0.038720623,0.015072768,0.021148159,0.02870707
53,0.005795959,0.000512426,0.000671921,0.000150614
54,0.008055179,0.009391195,0.005485048,0.009006431
55,0.03229407,0.012088636,0.006678935,0.02108138
56,0.007260878,0.008048333,0.003048721,0.010801933
57,0.017190008,0.021498046,0.017767158,0.010799517
58,0.018631963,0.003340076,0.004990719,0.017090213
59,0.004162719,0.020241247,0.007522604,0.011161467
60,0.00415316,0.004237106,0.010474909,0.004430986
61,0.000460063,0.00679512,0.001183069,0.000565123
62,0.035384768,0.039733118,0.021206579,0.014259297
63,0.002114297,0.014878064,0.012658545,0.003061277
64,0.019521344,0.005572591,0.014042025,0.004735216
65,0.003831742,0.00218819,0.007890048,0.014138501
66,0.01517861,0.023788299,0.007494041,0.003661935
67,0.004609512,0.005092907,0.009195095,0.006289445
68,0.007658312,0.002424348,0.005637173,0.007878266
69,0.008109149,0.003980105,0.002774951,0.003245502
70,0.009126277,0.021235118,0.013429677,0.008972616
71,0.003420401,0.008430374,2.47E-05,0.001608225
72,0.010746975,0.014226435,0.001436702,0.00685502
73,0.004604385,0.005248327,0.003171926,0.010595975
74,0.012981105,0.036884844,0.012963537,0.003617478
75,0.010424262,0.001638095,0.002415782,0.010936105
76,0.015722781,0.004564516,0.010297825,0.011779131
77,0.001176361,0.004753403,0.003083614,0.008031241
78,0.000848713,0.007388903,0.009961905,0.01273542
79,0.002385871,0.009852296,0.008513922,0.006527793
80,0.009154567,0.005441868,0.005376941,0.007626726
81,0.001922708,0.002961024,0.002038356,0.008932966
82,0.033737316,0.040045945,0.015621923,0.019991906
83,0.023116559,0.037195757,0.011631928,0.012766748
84,0.005219453,0.001796408,0.003762556,0.007466102
85,0.015955389,0.018248892,0.006448757,0.006408137
86,0.02871933,0.036355942,0.03555178,0.044382961
87,0.001605326,0.001726464,0.001032662,0.004744469
88,0.000976467,0.013565528,0.016505718,0.007137985
89,0.004937804,0.003703085,0.002683106,0.002383425
90,0.002313452,0.003266738,0.008905256,0.002513015
91,0.00824701,0.000816178,0.000458151,0.00364818
92,0.028799768,0.01471476,0.011831695,0.02331915
93,0.001206377,0.003454235,0.000591578,0.002635482
94,0.009965084,0.00945549,0.000399184,0.017328585
95,0.008687429,0.00261552,0.004650357,0.00290027
96,0.019520876,0.017407365,0.003722523,0.008645089
97,0.01184646,0.006953953,0.003036752,0.003916809
98,0.007261456,0.004581916,0.001104084,0.00552386
99,0.010957757,0.005592651,0.003993252,0.006052707
100,0.008857793,0.013181123,0.000356255,0.001129106
101,0.020589324,0.005930442,0.01541329,0.019081502
102,0.008170464,0.002554462,0.007190208,0.004247874
103,0.027930978,0.02637531,0.018139076,0.024426613
104,0.006384853,0.006058955,0.016448065,0.009247094
105,0.068941094,0.04593831,0.043631414,0.058581746
106,0.001738838,0.013505854,0.008129423,0.009903669
107,0.048746751,0.001102616,0.0291753,0.032708865
108,0.007033542,0.003346883,0.003336759,0.019845995
109,0.021322667,0.010643679,0.007038931,0.021225986
110,0.007279377,0.011299555,0.010526685,0.002479545
111,0.004767686,0.027254393,0.017288404,0.012827383
112,0.004432632,0.006344623,0.006729955,0.000285077
113,0.002449617,0.000244948,0.001238042,0.012443572
114,0.016588914,0.005405638,0.004034675,0.00920903
115,0.013097323,0.009420985,0.008200762,0.00324724
116,0.019176875,0.013783488,0.003674762,0.010983784
117,0.004382087,0.002682765,0.002170601,0.001429593
118,0.01185192,0.005460805,0.008235832,0.009125486
119,0.003620057,0.006577982,0.005693787,0.011242619
120,0.003825468,0.001077006,0.005816385,0.004933255
121,0.003788036,0.002549544,0.003864156,0.004309272
122,0.005482942,0.008750064,0.001187048,0.010761104
123,0.018232666,0.003259809,0.000124712,0.004923412
124,0.050467638,0.067524225,0.03984877,0.049404816
125,0.003969334,0.000255585,0.008021082,0.007033325
126,0.010522304,0.004561188,0.006373773,0.006575648
127,0.045308799,0.033975424,0.01046911,0.015891485
128,0.001327644,0.003724399,0.006563887,0.000919903
129,0.013430577,0.003189795,0.008029547,0.014417943
130,0.002334657,0.015062271,0.010787239,0.011684026
131,0.032811673,0.019456269,0.021594141,0.028103136
132,0.00255805,0.003849541,0.003702111,0.008174077
133,0.048164997,0.040439353,0.031739337,0.047794563
134,0.026405979,0.030610861,0.037219244,0.021508416
135,0.003097119,0.003337044,0.005827449,0.006360982
136,0.028684099,0.003621684,0.007502977,0.020484402
137,0.023081319,0.018031085,0.009006572,0.01210645
138,0.011167887,0.005061948,0.005161748,0.002307079
139,0.007846168,0.016223023,0.002274716,0.001671913
140,0.007592546,0.000273737,0.001942133,0.004312316
141,0.008953003,0.004755522,0.000640279,0.007391048
142,0.027609871,0.004390697,0.004831859,0.003337912
143,0.019268388,0.030537475,0.004754309,0.005092211
144,0.00403161,0.000660008,0.004965617,0.002416483
145,0.023913247,0.014577768,0.01436922,0.010327272
146,0.001644717,0.009068594,0.008899936,0.007168489
147,0.01362354,0.028399638,0.007556134,0.005068274
148,0.004184335,0.039562431,0.00063818,0.01366413
149,0.006189439,0.002786395,6.74E-05,0.012993356
150,0.001429948,0.004133334,0.000503764,0.000529321
151,0.007501551,0.003849143,0.003323322,0.004599464
152,0.00864874,0.022971649,0.016052713,0.01056374
153,0.031280036,0.026701266,0.010726024,0.006200683
154,0.001217121,0.037499186,0.024598144,0.016364002
155,0.070672712,0.042156971,0.01709336,0.031967675
156,0.017472925,0.009277805,0.005244466,0.016776845
157,0.027612812,0.012649143,0.016394975,0.034698943
158,0.059996331,0.024438267,0.012856959,0.033445244
159,0.026165944,0.013044849,0.015896643,0.020669404
160,0.017297888,0.028264523,0.005612027,0.007389544
161,0.009515926,0.002336753,0.005989954,0.006877694
162,0.004173894,0.010866564,0.006827481,0.018920701
163,0.004183818,0.00713159,0.008337663,0.007629771
